nome_geografico	latitude	longitude	sigla_categoria	nm_classe	sigla_unid_federacao
Mucambo	-4.27221	-40.8262	LML	vila	CE
São Pedro	-4.6593	-40.5988	LML	vila	CE
São Roque	-4.37925	-40.8296	LML	vila	CE
Várzea dos Espinhos	-4.28423	-40.8414	LML	vila	CE
Betânia	-4.35637	-40.8626	LML	vila	CE
Canindezinho	-4.7697	-40.5097	LML	vila	CE
Engenheiro João Tomé	-4.5988	-40.635	LML	vila	CE
Flores	-4.3463	-40.5606	LML	vila	CE
Gázea	-4.70001	-40.736	LML	vila	CE
Matriz	-4.57363	-40.8164	LML	vila	CE
Nova Fátima	-4.50127	-40.8188	LML	vila	CE
Otavilândia	-4.25714	-40.5416	LML	vila	CE
Sacramento	-4.91775	-40.6144	LML	vila	CE
Sucesso	-4.94412	-40.536	LML	vila	CE
Santo Izidro	-4.26972	-40.5634	LML	vila	CE
Alazans	-4.5829	-40.8946	LML	vila	CE
Amanaiara	-4.06429	-40.526	LML	vila	CE
América	-4.44356	-40.7998	LML	vila	CE
Abílio Martins	-4.46043	-40.7309	LML	vila	CE
Livramento	-4.70147	-40.8102	LML	vila	CE
Nova Betânia	-4.63023	-40.5192	LML	vila	CE
Recanto	-4.46017	-40.5933	LML	vila	CE
Sussuanha	-4.15947	-40.8088	LML	vila	CE
Croatá	-4.20932	-40.5479	LML	vila	CE
Morrinhos Novos	-4.17312	-40.8763	LML	vila	CE
Ingazeiras	-4.26632	-40.7788	LML	vila	CE
Missi	-3.62213	-39.8231	LML	vila	CE
Boa Vista	-3.36136	-39.2044	LML	vila	CE
Gualdrapas	-3.40567	-39.2948	LML	vila	CE
Moitas	-3.00677	-39.6883	LML	vila	CE
Ipu Mazagão	-3.53377	-39.5108	LML	vila	CE
Poço Doce	-3.44102	-39.1124	LML	vila	CE
Porfírio Sampaio	-3.76556	-39.0751	LML	vila	CE
Vila Soares	-3.86695	-39.3502	LML	vila	CE
Bela Vista	-3.22779	-39.6309	LML	vila	CE
Brotas	-3.56876	-39.7652	LML	vila	CE
Canafístula	-3.96864	-39.2435	LML	vila	CE
Croatá	-3.67365	-39.1181	LML	vila	CE
Córrego Fundo	-3.36154	-39.3571	LML	vila	CE
Deserto	-3.51518	-39.4945	LML	vila	CE
Cruxati	-3.28303	-39.6557	LML	vila	CE
Lagoa Grande	-3.24192	-39.7319	LML	vila	CE
Matias	-3.96973	-39.1321	LML	vila	CE
Marinheiros	-3.17462	-39.4776	LML	vila	CE
Pitombeira	-3.77942	-39.4361	LML	vila	CE
Santa Luzia	-3.64741	-39.5297	LML	vila	CE
Soledade	-3.64691	-39.5763	LML	vila	CE
São Joaquim	-3.69114	-39.4504	LML	vila	CE
Sebastião de Abreu	-3.859	-39.3369	LML	vila	CE
Boa Vista do Caxitoré	-3.92507	-39.7156	LML	vila	CE
Iratinga	-3.73662	-39.5475	LML	vila	CE
Jordão	-3.66822	-40.4851	LML	vila	CE
Juá	-3.89166	-39.8662	LML	vila	CE
Tangente	-3.41808	-40.3877	LML	vila	CE
Trapiá	-3.89144	-40.2589	LML	vila	CE
Itamaracá	-3.87347	-40.3674	LML	vila	CE
Camilos	-3.61516	-40.4843	LML	vila	CE
Caracará	-3.71601	-40.0177	LML	vila	CE
Ipaguaçu	-3.49992	-40.2767	LML	vila	CE
Sítio Alegre	-3.31609	-40.0101	LML	vila	CE
São Francisco	-3.59704	-40.4262	LML	vila	CE
Santo Antônio dos Fernandes	-3.57928	-40.4937	LML	vila	CE
Tuína	-3.58002	-40.2946	LML	vila	CE
Serrote	-3.57603	-39.1758	LML	vila	CE
Lagoa do Carneiro	-3.04092	-40.0533	LML	vila	CE
Anil	-3.53703	-40.4989	LML	vila	CE
Aguaí	-3.69579	-39.5168	LML	vila	CE
Aiuá	-3.44935	-40.4748	LML	vila	CE
Aracatiara	-3.18933	-39.755	LML	vila	CE
Arapari	-3.5552	-39.5837	LML	vila	CE
Assunção	-3.587	-39.6633	LML	vila	CE
Aracatiaçu	-3.87763	-40.0212	LML	vila	CE
Baleia	-3.14872	-39.4399	LML	vila	CE
Camboas	-3.40373	-39.1166	LML	vila	CE
Cemoaba	-3.46453	-39.4212	LML	vila	CE
Caxitoré	-3.73481	-39.3656	LML	vila	CE
Patriarca	-3.59301	-40.2738	LML	vila	CE
Carvoeiro	-3.19987	-39.9946	LML	vila	CE
Garças	-3.15438	-39.7542	LML	vila	CE
Lagoinha	-3.34785	-39.1377	LML	vila	CE
Nascente	-3.27514	-39.9052	LML	vila	CE
Panacuí	-3.22302	-40.4159	LML	vila	CE
Fleicheiras	-3.22015	-39.27	LML	vila	CE
Icaraí	-3.0244	-39.6468	LML	vila	CE
São Pedro do Gavião	-3.53953	-39.397	LML	vila	CE
Mutambeiras	-3.31518	-40.1437	LML	vila	CE
Parapuí	-3.34658	-40.1723	LML	vila	CE
Mumbaba	-3.57546	-40.3445	LML	vila	CE
Palestina do Norte	-3.61276	-40.4472	LML	vila	CE
Serrote do Meio	-3.80093	-39.4801	LML	vila	CE
Riachão	-3.5451	-39.8486	LML	vila	CE
Serrota	-3.18429	-40.4533	LML	vila	CE
Sabiaguaba	-3.09917	-39.5868	LML	vila	CE
Lagoa das Mercês	-3.157	-39.6038	LML	vila	CE
Baixa Grande	-3.6644	-39.6701	LML	vila	CE
Barrento	-3.30913	-39.5132	LML	vila	CE
João Cordeiro	-3.53919	-40.1695	LML	vila	CE
Araquém	-3.59952	-40.8126	LML	vila	CE
Passagem	-3.13199	-41.174	LML	vila	CE
Tabainha	-3.47499	-40.8285	LML	vila	CE
Boa Esperança	-3.51489	-40.5667	LML	vila	CE
Várzea da Volta	-3.50221	-40.6107	LML	vila	CE
Padre Linhares	-3.49491	-40.5091	LML	vila	CE
Salão	-3.42714	-40.546	LML	vila	CE
Adrianópolis	-3.25719	-41.2424	LML	vila	CE
Arapá	-3.6225	-40.906	LML	vila	CE
General Tibúrcio	-3.50223	-41.1103	LML	vila	CE
Ibuguaçu	-3.35303	-41.2662	LML	vila	CE
Lambedouro	-3.60112	-41.033	LML	vila	CE
Passagem da Onça	-3.43666	-41.1459	LML	vila	CE
Padre Vieira	-3.56793	-41.3241	LML	vila	CE
Timonha	-3.25943	-41.1361	LML	vila	CE
Pessoa Anta	-3.34306	-40.9922	LML	vila	CE
Sambaíba	-3.19914	-40.9565	LML	vila	CE
Alto Lindo	-3.98235	-40.9426	LML	vila	CE
Araticum	-3.81438	-40.8784	LML	vila	CE
Aroeiras	-3.64408	-40.6233	LML	vila	CE
Juá dos Vieiras	-3.5129	-41.2887	LML	vila	CE
Manhoso	-3.49443	-41.0116	LML	vila	CE
Parazinho	-3.0396	-40.6797	LML	vila	CE
Pindoguaba	-3.75062	-41.1402	LML	vila	CE
Ventura	-3.55748	-40.5573	LML	vila	CE
Campanário	-3.36836	-40.7374	LML	vila	CE
Santo Antônio da Pindoba	-3.95655	-41.0872	LML	vila	CE
Santo Antônio	-5.4054	-40.6377	LML	vila	CE
Ibiapaba	-5.05241	-40.9242	LML	vila	CE
Montenebo	-5.43302	-40.8555	LML	vila	CE
São Raimundo	-5.70279	-40.7448	LML	vila	CE
São Francisco	-5.7222	-40.7462	LML	vila	CE
Tucuns	-5.24089	-40.9189	LML	vila	CE
Santa Maria	-5.52977	-40.6657	LML	vila	CE
Santana	-5.38379	-40.847	LML	vila	CE
Tranqueiras	-5.59961	-40.5605	LML	vila	CE
Palestina	-5.63028	-40.8342	LML	vila	CE
Três Irmãos	-5.58893	-40.8306	LML	vila	CE
Camela	-8.51632	-35.1237	LML	vila	PE
Cavaleiro	-8.0934	-34.973	LML	vila	PE
Carimã	-8.85466	-35.3322	LML	vila	PE
Barra Grande	-8.98012	-35.193	LML	vila	AL
José Mariano	-8.46417	-35.4048	LML	vila	PE
Pirituba	-8.07333	-35.3583	LML	vila	PE
Mandacaru	-8.27091	-35.6357	LML	vila	PE
Jaboatão	-8.11418	-35.0185	LML	vila	PE
Nossa Senhora do Ó	-8.4424	-35.0197	LML	vila	PE
Nossa Senhora da Luz	-8.03912	-35.1007	LML	vila	PE
Ponte dos Carvalhos	-8.23375	-34.9825	LML	vila	PE
Jardim Jordão	-8.1419	-34.9323	LML	vila	PE
Barra do Jardim	-8.40561	-35.9998	LML	vila	PE
Bonança	-8.1089	-35.1879	LML	vila	PE
Apoti	-8.05706	-35.389	LML	vila	PE
Cocaú	-8.63788	-35.2686	LML	vila	PE
Cuiambuca	-8.59702	-35.4502	LML	vila	PE
Alto Bonito	-8.50597	-35.7975	LML	vila	PE
Dois Leões	-8.12704	-35.3486	LML	vila	PE
Curado	-8.08575	-34.9822	LML	vila	PE
Batateira	-8.56085	-35.8305	LML	vila	PE
Juçaral	-8.21545	-35.2275	LML	vila	PE
Sertãozinho de Baixo	-8.89213	-35.7429	LML	vila	PE
Aripibu	-8.445	-35.3439	LML	vila	PE
Volta do Moxotó	-9.24887	-38.1611	LML	vila	PE
Caraibeiras	-9.1043	-38.0753	LML	vila	PE
Canché	-9.8746	-38.9065	LML	vila	BA
Conceição de Campinas	-10.741	-37.9659	LML	vila	BA
São João da Fortaleza	-10.5365	-38.6037	LML	vila	BA
Riacho Verde	-4.95024	-39.0897	LML	vila	CE
Guia	-4.91196	-39.8055	LML	vila	CE
Cachoeira	-4.69302	-39.4482	LML	vila	CE
Esperança	-4.69914	-39.3074	LML	vila	CE
Palmatória	-4.52513	-39.0057	LML	vila	CE
Morro Branco	-4.58026	-39.5888	LML	vila	CE
Damião Carneiro	-4.97786	-39.2796	LML	vila	CE
Ibuaçu	-4.82499	-39.7865	LML	vila	CE
Macaoca	-4.76405	-39.4826	LML	vila	CE
Bonito	-4.40151	-39.4575	LML	vila	CE
Capitão Pedro Sampaio	-4.3919	-39.5174	LML	vila	CE
Samambaia	-10.9236	-38.0563	LML	vila	SE
Muribeca	-4.42333	-39.9042	LML	vila	CE
Raimundo Martins	-4.64809	-40.0695	LML	vila	CE
Carvalho	-4.76359	-40.4348	LML	vila	CE
Targinos	-4.63729	-39.2442	LML	vila	CE
Betânia	-4.52802	-40.3138	LML	vila	CE
Paraíso	-4.5124	-40.1697	LML	vila	CE
Video	-4.71375	-40.0751	LML	vila	CE
Boa Esperança	-4.64065	-40.4101	LML	vila	CE
Holanda	-4.7202	-40.3788	LML	vila	CE
Irajá	-4.36441	-40.4697	LML	vila	CE
Jacampari	-4.78457	-39.921	LML	vila	CE
Campos	-4.57228	-39.3512	LML	vila	CE
Custódio	-4.98532	-39.1771	LML	vila	CE
Lagoa do Mato	-4.64884	-39.6762	LML	vila	CE
Maravilha	-4.87585	-39.2247	LML	vila	CE
Olho d''Água dos Facundos	-4.95491	-39.7469	LML	vila	CE
Açudinho	-4.84623	-40.1565	LML	vila	CE
Águas Belas	-4.87642	-39.9031	LML	vila	CE
Califórnia	-4.76915	-39.0186	LML	vila	CE
Bandeira	-4.58477	-39.4701	LML	vila	CE
Caiçarinha	-4.67953	-39.2662	LML	vila	CE
Campos Belos	-4.09649	-39.0538	LML	vila	CE
Lisieux	-4.00308	-40.1891	LML	vila	CE
Cajazeiras	-4.80098	-39.6174	LML	vila	CE
Dom Maurício	-4.91611	-39.15	LML	vila	CE
Curatis	-4.98802	-40.158	LML	vila	CE
Ipueiras dos Gomes	-4.30743	-39.1932	LML	vila	CE
Iguaçu	-4.62363	-39.3899	LML	vila	CE
Massapê dos Paes	-4.73803	-39.8397	LML	vila	CE
Logradouro	-4.1755	-40.0965	LML	vila	CE
Malhada Grande	-4.07247	-40.3144	LML	vila	CE
Monte Castelo	-4.81341	-39.3057	LML	vila	CE
Monte Alegre	-4.44356	-39.3872	LML	vila	CE
Major Simplício	-4.58223	-40.4016	LML	vila	CE
Nossa Senhora do Livramento	-4.99229	-39.9799	LML	vila	CE
São Bernardo	-4.69704	-39.0217	LML	vila	CE
São Domingos	-4.23549	-39.2792	LML	vila	CE
Trapiá	-4.19078	-40.322	LML	vila	CE
Pasta	-5.67393	-38.9098	LML	vila	CE
Lagoa Grande	-5.16882	-38.6029	LML	vila	CE
Cipó dos Anjos	-5.01182	-38.731	LML	vila	CE
Flores	-5.06283	-38.0656	LML	vila	CE
Lagoinha	-5.0836	-37.9095	LML	vila	CE
Pedras	-5.13457	-38.2417	LML	vila	CE
Uiraponga	-5.28179	-38.3618	LML	vila	CE
Juazeiro de Baixo	-5.14123	-38.5717	LML	vila	CE
Sitiá	-5.1642	-38.6581	LML	vila	CE
Cangati	-5.56543	-38.9639	LML	vila	CE
Pedras Brancas	-5.15572	-38.8792	LML	vila	CE
Tapuiará	-5.07705	-38.9126	LML	vila	CE
Roldão	-5.24061	-38.4892	LML	vila	CE
Peixe Gordo	-5.22387	-38.2013	LML	vila	CE
Laranjeiras	-5.29101	-38.8658	LML	vila	CE
São João de Deus	-5.00086	-38.0078	LML	vila	CE
Água Fria	-5.03654	-38.0093	LML	vila	CE
Cachoeira do Manteiga	-16.6615	-45.0831	LML	vila	MG
Bentópolis de Minas	-16.3775	-45.0146	LML	vila	MG
Pedras de Marilândia	-16.2035	-46.4221	LML	vila	MG
Pic Sagarana	-16.1649	-46.1754	LML	vila	MG
Ribanceira	-16.4709	-45.1036	LML	vila	MG
Nova Minda	-15.9713	-44.3798	LML	vila	MG
Lapa do Espírito Santo	-15.9507	-44.5399	LML	vila	MG
Santo Antônio da Boa Vista	-15.8723	-44.1473	LML	vila	MG
São Pedro das Tabocas	-15.6609	-44.3284	LML	vila	MG
Travessão de Minas	-15.8217	-44.6952	LML	vila	MG
Cruz dos Araújos	-15.2311	-44.4339	LML	vila	MG
Umbuzeiro	-15.8163	-44.2653	LML	vila	MG
Engenheiro Ávidos	-6.9768	-38.4504	LML	vila	PB
Fátima	-6.96039	-38.7206	LML	vila	PB
Major Felipe	-6.37515	-38.2984	LML	vila	RN
Umari	-6.84109	-38.3828	LML	vila	PB
Passagem	-5.15809	-39.4792	LML	vila	CE
São José de Solonópole	-5.95663	-39.0812	LML	vila	CE
Barreiros	-5.10701	-40.0488	LML	vila	CE
Juatama	-5.08005	-39.0378	LML	vila	CE
Mineirolândia	-5.52681	-39.5961	LML	vila	CE
Mulungu	-5.8356	-39.3772	LML	vila	CE
Irapuá	-5.1746	-40.4532	LML	vila	CE
Jandrangoeira	-5.4856	-40.2125	LML	vila	CE
Oliveiras	-5.06246	-40.2925	LML	vila	CE
Boa Vista	-5.65041	-39.846	LML	vila	CE
Ibicuã	-5.92886	-39.4308	LML	vila	CE
Ipueira	-5.53579	-39.1558	LML	vila	CE
Ipiranga	-5.19316	-39.8959	LML	vila	CE
Manoel Correia	-5.68285	-39.9563	LML	vila	CE
Monte Sinai	-5.45511	-40.4996	LML	vila	CE
Tróia	-5.5614	-39.9313	LML	vila	CE
Baixa Verde	-5.74326	-39.2137	LML	vila	CE
Ematuba	-5.20097	-40.1779	LML	vila	CE
Santa Cruz do Banabuiú	-5.43914	-40.0052	LML	vila	CE
Capitão Mor	-5.62123	-39.9968	LML	vila	CE
Catolé	-5.95306	-39.7375	LML	vila	CE
Uruquê	-5.1509	-39.1774	LML	vila	CE
Assunção	-5.79942	-39.1505	LML	vila	CE
Aurora	-5.85434	-39.2316	LML	vila	CE
Cipó	-5.65045	-39.5684	LML	vila	CE
Domingos da Costa	-5.11179	-39.6039	LML	vila	CE
Manituba	-5.23136	-39.5731	LML	vila	CE
Marruás	-5.9658	-39.8999	LML	vila	CE
Nenelândia	-5.446	-39.197	LML	vila	CE
Velame	-5.8786	-39.2475	LML	vila	CE
Cangati	-5.89415	-39.5987	LML	vila	CE
Monte Grave	-5.73295	-39.2456	LML	vila	CE
Maratoã	-5.81271	-39.1933	LML	vila	CE
Bonfim	-5.52315	-39.4935	LML	vila	CE
Carnaubinha	-5.55912	-39.1642	LML	vila	CE
Carnaúbas	-5.87966	-39.7757	LML	vila	CE
Cardoso	-7.43432	-38.545	LML	vila	PB
Luanda	-7.77213	-38.3434	LML	vila	PE
Montevidéo	-7.35424	-38.4135	LML	vila	PB
Santa Rita	-7.81055	-38.4231	LML	vila	PE
Quitimbu	-7.92969	-37.5853	LML	vila	PE
Codiá	-5.68979	-39.319	LML	vila	CE
Iapi	-5.69262	-40.3483	LML	vila	CE
Carrapateiras	-5.83467	-40.2029	LML	vila	CE
Palmeira	-7.37987	-37.6227	LML	vila	PB
Socorro	-7.34942	-37.8351	LML	vila	PB
São José de Marimbas	-7.03015	-38.6746	LML	vila	PB
Vazante	-7.42298	-38.3515	LML	vila	PB
Prata	-2.94222	-40.2789	LML	vila	CE
Almofala	-2.93988	-39.8266	LML	vila	CE
Gergelim	-7.81065	-40.4854	LML	vila	PE
Morais	-7.64516	-40.4094	LML	vila	PE
Monte Coelhos	-10.9827	-38.1637	LML	vila	SE
Serrolândia	-7.47074	-40.2765	LML	vila	PE
Aribicé	-10.5529	-38.7943	LML	vila	BA
Águas de São João	-15.6443	-50.5825	LML	vila	GO
Barra do Brejo	-9.14895	-36.5932	LML	vila	PE
Barra do Chata	-8.49987	-35.9257	LML	vila	PE
Barra do Riachão	-8.50697	-35.8947	LML	vila	PE
Banco do Pedro	-14.6793	-39.264	LML	vila	BA
Barão Geraldo	-22.8252	-47.0834	LML	vila	SP
Ponta Negra	-22.9166	-42.7447	LML	vila	RJ
Bengalas	-8.01317	-35.4838	LML	vila	PE
Iatecá	-9.01061	-36.7595	LML	vila	PE
Bentevi	-8.54988	-35.6373	LML	vila	PE
Valência	-7.10311	-39.1597	LML	vila	CE
Barra Nova	-5.5562	-40.0831	LML	vila	CE
Igapó	-9.20157	-36.4774	LML	vila	PE
Caimbé	-10.4218	-38.8679	LML	vila	BA
Limoeiro	-9.81252	-37.3175	LML	vila	AL
Caldeirões de Cima	-9.32305	-36.638	LML	vila	AL
Sapucaia	-9.52998	-36.0637	LML	vila	AL
Munguba	-9.0603	-36.196	LML	vila	AL
Salgado dos Mendes	-3.91893	-40.2956	LML	vila	CE
Caxitoré	-3.82157	-39.5083	LML	vila	CE
Entremontes	-9.67036	-37.6588	LML	vila	AL
Pinhões	-8.03252	-35.845	LML	vila	PE
Ibiratinga	-8.52214	-35.2595	LML	vila	PE
Sapucarana	-8.3331	-35.8137	LML	vila	PE
Igarapeassu	-8.67588	-35.9281	LML	vila	PE
Igarapeba	-8.80361	-35.8795	LML	vila	PE
Iratama	-9.02864	-36.4217	LML	vila	PE
Trapiá	-8.01339	-35.9064	LML	vila	PE
Nossa Senhora do Carmo	-8.23973	-35.4202	LML	vila	PE
José da Costa	-8.70522	-35.3425	LML	vila	PE
Lagoa do Souza	-8.67418	-35.959	LML	vila	PE
Lagoa Funda	-10.0121	-36.9597	LML	vila	SE
Laje de São José	-8.57279	-35.8939	LML	vila	PE
Laje Grande	-8.59738	-35.7667	LML	vila	PE
Riacho do Sertão	-9.56415	-36.9901	LML	vila	AL
Palmares	-10.9285	-37.9306	LML	vila	SE
Cachoeirinha	-7.51286	-38.3464	LML	vila	PB
Boas Novas	-8.37421	-35.8731	LML	vila	PE
Bom Jardim do Araripe	-7.70634	-40.5615	LML	vila	PE
Serrânia	-7.44771	-40.6594	LML	vila	PE
Ameixas	-8.10298	-35.7758	LML	vila	PE
Frexeiras	-8.38433	-35.3225	LML	vila	PE
Massacará	-10.4286	-38.7822	LML	vila	BA
Miranda	-10.5894	-37.0308	LML	vila	SE
Fátima	-7.94994	-37.7875	LML	vila	PE
Várzea Comprida	-6.91332	-37.9404	LML	vila	PB
Barra do Sirinhaém	-8.61086	-35.052	LML	vila	PE
Entroncamento	-8.62313	-35.9096	LML	vila	PE
Caldeirões	-9.22033	-36.5878	LML	vila	PE
Abadia	-11.5609	-37.5155	LML	vila	BA
Belmonte	-7.26517	-39.4535	LML	vila	CE
Carmelópolis	-6.89429	-40.1602	LML	vila	CE
Riacho Verde	-6.87211	-39.3693	LML	vila	CE
Cachoeira de Fora	-6.19161	-40.1509	LML	vila	CE
Planalto	-6.32437	-40.2457	LML	vila	CE
Santa Vitória	-6.89002	-38.8501	LML	vila	CE
Bernardo Vieira	-7.85394	-38.5594	LML	vila	PE
Bom Nome	-7.99118	-38.6231	LML	vila	PE
Canaã	-7.89252	-38.0861	LML	vila	PE
Balanças	-7.737	-39.0489	LML	vila	CE
Carnaúba	-7.69386	-39.0734	LML	vila	CE
Barra de São Pedro	-7.85511	-40.3402	LML	vila	PE
Claranã	-7.67469	-39.9662	LML	vila	PE
Ipuera	-7.84655	-39.4593	LML	vila	PE
Lagoa do Barro	-7.76843	-40.3681	LML	vila	PE
Ori	-7.69089	-39.3616	LML	vila	PE
Tabocas	-7.43416	-39.8432	LML	vila	PE
Timorante	-7.67891	-39.8007	LML	vila	PE
Vasques	-7.8718	-39.1368	LML	vila	PE
Feitoria	-7.52152	-40.1114	LML	vila	PE
Serra Branca	-7.56679	-40.2339	LML	vila	PE
Viração	-7.47708	-39.843	LML	vila	PE
Zé Gomes	-7.52528	-39.5729	LML	vila	PE
Canaúna	-6.78235	-38.7995	LML	vila	CE
Tomé Vieira	-6.01838	-38.4086	LML	vila	CE
Caldas	-7.37849	-39.3487	LML	vila	CE
Baixio das Palmeiras	-7.28025	-39.3834	LML	vila	CE
Santa Rosa	-7.2592	-39.3551	LML	vila	CE
Bela Vista	-7.17945	-39.3869	LML	vila	CE
Monte Alverne	-7.12319	-39.5232	LML	vila	CE
Campo Alegre	-7.22376	-39.46	LML	vila	CE
Palestina	-6.33045	-39.0313	LML	vila	CE
Santarém	-6.13476	-38.9457	LML	vila	CE
Flamengo	-6.26108	-39.7605	LML	vila	CE
Icozinho	-6.49076	-38.6237	LML	vila	CE
Pio X	-6.64173	-38.7862	LML	vila	CE
Iara	-7.05582	-38.7828	LML	vila	CE
Anauá	-7.25375	-38.627	LML	vila	CE
São Miguel	-7.3367	-38.6666	LML	vila	CE
Cuncas	-7.09439	-38.7231	LML	vila	CE
Santana de São Joaquim	-8.58278	-35.8775	LML	vila	PE
São Félix	-7.25361	-38.7635	LML	vila	CE
Buritizinho	-7.31559	-38.7827	LML	vila	CE
Santo Antônio dos Palmares	-8.7615	-35.6753	LML	vila	PE
Lima Campos	-6.40437	-38.9532	LML	vila	CE
Igarói	-6.37575	-39.0454	LML	vila	CE
Amaniutuba	-6.67647	-38.8858	LML	vila	CE
Arrojado	-6.66359	-39.0162	LML	vila	CE
José de Alencar	-6.40121	-39.166	LML	vila	CE
Várzea da Conceição	-6.47612	-39.1114	LML	vila	CE
Sauê	-8.76521	-35.3154	LML	vila	PE
Mangabeira	-6.76016	-39.123	LML	vila	CE
Tipi	-6.96764	-38.8264	LML	vila	CE
Iborepi	-6.8424	-38.9753	LML	vila	CE
Brejinho	-7.17468	-38.92	LML	vila	CE
Rosário	-7.3004	-38.9829	LML	vila	CE
Quitaiús	-6.87575	-39.0915	LML	vila	CE
Feitosa	-6.96533	-39.1853	LML	vila	CE
Uruçu-Mirim	-8.34316	-35.613	LML	vila	PE
Estrela	-7.28033	-39.2675	LML	vila	CE
Suassurana	-6.30907	-39.4116	LML	vila	CE
Barro Alto	-6.4486	-39.3856	LML	vila	CE
Mel	-6.39878	-39.5792	LML	vila	CE
São Pedro do Norte	-6.44993	-39.4487	LML	vila	CE
São Sebastião	-6.61074	-39.6321	LML	vila	CE
São José	-6.64534	-39.7871	LML	vila	CE
Vitorino	-8.1538	-35.9254	LML	vila	PE
Mangue Seco	-11.4657	-37.3697	LML	vila	BA
Poxim	-10.054	-36.0537	LML	vila	AL
São Mateus da Palestina	-10.0684	-37.3057	LML	vila	SE
Canafístula	-9.39934	-36.7119	LML	vila	AL
Rainha Isabel	-9.27726	-36.6143	LML	vila	PE
Santo Agostinho	-8.3191	-34.9509	LML	vila	PE
Altos Verdes	-10.3759	-37.6088	LML	vila	SE
Brejinho	-7.18769	-40.023	LML	vila	CE
Caririmirim	-7.55517	-39.4985	LML	vila	PE
Aranaú	-2.82102	-40.2256	LML	vila	CE
Barro Duro	-2.89671	-42.3092	LML	vila	MA
Santo André	-7.81596	-38.9863	LML	vila	CE
Pitombeira de Dentro	-7.46793	-37.9662	LML	vila	PB
Caiçara	-2.85855	-40.4103	LML	vila	CE
Juritianha	-2.89673	-40.007	LML	vila	CE
Ibitiranga	-7.66779	-37.6877	LML	vila	PE
Itajubatiba	-7.02194	-37.6515	LML	vila	PB
Firmamento	-5.51758	-36.1952	LML	vila	RN
Trici	-5.91186	-40.453	LML	vila	CE
Betânia	-5.8036	-39.2474	LML	vila	CE
Belém	-5.29066	-39.1496	LML	vila	CE
Encantado	-5.50321	-39.3088	LML	vila	CE
Engenheiro José Lopes	-5.67989	-39.4342	LML	vila	CE
Lacerda	-5.42806	-39.3563	LML	vila	CE
Rinaré	-5.34745	-39.0449	LML	vila	CE
São Miguel	-5.34301	-39.5201	LML	vila	CE
São Joaquim do Salgado	-5.42101	-39.6044	LML	vila	CE
Bom Jesus	-7.01465	-38.3947	LML	vila	PB
Pelo Sinal	-7.78556	-38.2928	LML	vila	PB
Catolé da Pista	-5.94231	-39.5258	LML	vila	CE
Barra	-5.70641	-39.1536	LML	vila	CE
Baixio	-5.90296	-39.2049	LML	vila	CE
São José da Passagem	-5.87255	-36.4349	LML	vila	RN
Santa Teresa	-5.80769	-36.7019	LML	vila	RN
Barão de Serra Branca	-5.97076	-36.7893	LML	vila	RN
Ipueiras	-6.66221	-37.5561	LML	vila	PB
Mimoso	-6.62746	-37.5143	LML	vila	PB
Picos	-6.32117	-37.6416	LML	vila	PB
Mata de São Braz	-6.40149	-38.1446	LML	vila	RN
São Bernardo	-6.393	-38.4143	LML	vila	RN
Balanços	-6.99516	-38.7486	LML	vila	PB
Coronel Maia	-6.24412	-37.7289	LML	vila	PB
Levinópolis	-15.2677	-44.2768	LML	vila	MG
Brejo do Amparo	-15.4436	-44.3996	LML	vila	MG
Brejo do Mutambal	-15.5532	-44.0048	LML	vila	MG
Condado do Norte	-15.7944	-44.0477	LML	vila	MG
Bonança	-15.7423	-44.2333	LML	vila	MG
Campo Alegre de Minas	-15.5907	-44.0925	LML	vila	MG
Campo Redondo	-15.6441	-43.9874	LML	vila	MG
Olímpio Campos	-15.8227	-44.0143	LML	vila	MG
Olhos D''Água do Bom Jesus	-15.3632	-44.4458	LML	vila	MG
Tejuco	-15.5649	-44.5635	LML	vila	MG
Salva Vida	-6.05576	-37.8613	LML	vila	RN
Goiasminas	-15.056	-46.4996	LML	vila	MG
Santa Isabel de Minas	-15.7723	-45.0976	LML	vila	MG
São Joaquim	-15.4877	-45.1541	LML	vila	MG
São Pedro do Passa Três	-15.3382	-46.328	LML	vila	MG
Serra das Araras	-15.5077	-45.3966	LML	vila	MG
Várzea Bonita	-15.2433	-45.1672	LML	vila	MG
Vila Retiro Velho	-15.5928	-45.1391	LML	vila	MG
Vila Bom Jesus de Minas	-15.2	-45.4686	LML	vila	MG
Retiro	-16.0527	-45.0112	LML	vila	MG
Bitupitá	-2.89433	-41.2733	LML	vila	CE
Guriú	-2.84953	-40.5875	LML	vila	CE
Amarelas	-2.93665	-41.0414	LML	vila	CE
Araras	-2.93587	-41.1622	LML	vila	CE
Vila Bom Jesus	-15.8553	-45.7306	LML	vila	MG
Vila Acari	-15.8599	-45.1973	LML	vila	MG
Olho-d''Água da Bica	-5.38832	-38.0146	LML	vila	CE
São Geraldo	-5.70415	-37.6927	LML	vila	RN
Bastiões	-5.86851	-38.3983	LML	vila	CE
Boa Fé	-5.64124	-38.1267	LML	vila	CE
Bom Jesus	-5.40889	-38.3738	LML	vila	CE
Ema	-5.77648	-38.3455	LML	vila	CE
São João	-5.92614	-38.2317	LML	vila	CE
Canindezinho	-5.78828	-38.2305	LML	vila	CE
Aquinópolis	-5.9412	-38.4709	LML	vila	CE
