nome_geografico	latitude	longitude	sigla_categoria	nm_classe	sigla_unid_federacao
Seringal São Judas	-8.81592	-68.799	LML	aglomerado_rural_isolado	AM
Arumã	-4.73815	-62.1518	LML	aglomerado_rural_isolado	AM
Pera	-4.47341	-60.4018	LML	aglomerado_rural_isolado	AM
Col. Baixa Fria	-9.43762	-68.0776	LML	aglomerado_rural_isolado	AC
Capimpuba	-5.65711	-60.3238	LML	aglomerado_rural_isolado	AM
Mafuí	-8.01606	-61.8542	LML	aglomerado_rural_isolado	AM
Seringal Santa Carolina	-7.61408	-67.3365	LML	aglomerado_rural_isolado	AM
Seringal Marraã	-7.45458	-65.3157	LML	aglomerado_rural_isolado	AM
Praia Grossa	-4.3326	-69.8607	LML	aglomerado_rural_isolado	AM
Ponta da Arara	-4.15051	-60.9154	LML	aglomerado_rural_isolado	AM
Juburi	-5.20575	-67.2348	LML	aglomerado_rural_isolado	AM
Seringal Lancha	-8.51875	-70.8646	LML	aglomerado_rural_isolado	AC
Seringal do Moacir	-9.1048	-70.1089	LML	aglomerado_rural_isolado	AC
Deixa-Pra-Lá	-6.7451	-70.3303	LML	aglomerado_rural_isolado	AM
Capacete	-4.37614	-69.7442	LML	aglomerado_rural_isolado	AM
Barrigudo	-8.39846	-60.477	LML	aglomerado_rural_isolado	AM
Paripi	-5.70388	-64.4188	LML	aglomerado_rural_isolado	AM
Copatana	-2.89046	-66.9416	LML	aglomerado_rural_isolado	AM
Marraã	-7.48094	-65.2667	LML	aglomerado_rural_isolado	AM
Seringal Triunfo	-9.63502	-69.0156	LML	aglomerado_rural_isolado	AC
Col. Nova Esperança	-9.70758	-68.1444	LML	aglomerado_rural_isolado	AC
Seringal Boca do Ituxi	-7.30631	-64.8405	LML	aglomerado_rural_isolado	AM
Nova Vida do Lago Mamiá	-4.09398	-62.9673	LML	aglomerado_rural_isolado	AM
Col. M. Gaúcho	-8.87421	-69.3489	LML	aglomerado_rural_isolado	AC
Palhal	-6.08773	-64.8584	LML	aglomerado_rural_isolado	AM
Seringal Porto Rubi	-9.16621	-70.817	LML	aglomerado_rural_isolado	AC
Cristo	-7.46373	-64.2516	LML	aglomerado_rural_isolado	AM
Seringal Merlim	-8.07181	-70.2967	LML	aglomerado_rural_isolado	AC
Tangerina	-9.36779	-71.0975	LML	aglomerado_rural_isolado	AC
Comunidade São Sebastião	-10.7036	-62.4559	LML	aglomerado_rural_isolado	RO
Arati	-3.5557	-66.0688	LML	aglomerado_rural_isolado	AM
Seringal São José	-8.73639	-68.9249	LML	aglomerado_rural_isolado	AM
Seringal Vitória	-8.12846	-67.2579	LML	aglomerado_rural_isolado	AM
Seringal Huitanaã	-7.6592	-65.7687	LML	aglomerado_rural_isolado	AM
Café-Chic	-7.1847	-69.1932	LML	aglomerado_rural_isolado	AM
Comunidade Santa Cecília	-11.2295	-62.375	LML	aglomerado_rural_isolado	RO
Seringal Gracioso	-7.64468	-65.9259	LML	aglomerado_rural_isolado	AM
Colocação Carão	-9.96282	-68.1961	LML	aglomerado_rural_isolado	AC
Seringal Bananal	-7.5665	-65.4341	LML	aglomerado_rural_isolado	AM
Seringal Montreal	-7.49217	-72.4712	LML	aglomerado_rural_isolado	AM
Pindobal	-6.33221	-61.785	LML	aglomerado_rural_isolado	AM
Cubiu	-6.46202	-68.6462	LML	aglomerado_rural_isolado	AM
Javarimirim	-4.21368	-69.4176	LML	aglomerado_rural_isolado	AM
Vai-com-Jeito	-6.46951	-68.2953	LML	aglomerado_rural_isolado	AM
Seringal Apuanã	-8.57072	-71.3099	LML	aglomerado_rural_isolado	AC
Jaracatiá	-7.48392	-69.0331	LML	aglomerado_rural_isolado	AM
Comunidade Nossa Senhora Aparecida	-12.1506	-61.9464	LML	aglomerado_rural_isolado	RO
Seringal São Domingos	-10.7777	-62.5799	LML	aglomerado_rural_isolado	RO
Jaburu	-5.57538	-64.1368	LML	aglomerado_rural_isolado	AM
Comunidade Santa Luzia	-11.3412	-61.7226	LML	aglomerado_rural_isolado	RO
Seringal Repouso	-9.09708	-69.9023	LML	aglomerado_rural_isolado	AC
Porto Mel	-5.58887	-67.6625	LML	aglomerado_rural_isolado	AM
Seringal Cantagalo	-7.71363	-70.7018	LML	aglomerado_rural_isolado	AM
Seringal Caçatuá	-7.70913	-66.7636	LML	aglomerado_rural_isolado	AM
Ponta do Pedral	-4.35604	-63.1546	LML	aglomerado_rural_isolado	AM
Seringal Estirão Seco	-7.66481	-64.4145	LML	aglomerado_rural_isolado	AM
Puruzinho	-5.88075	-64.4066	LML	aglomerado_rural_isolado	AM
Seringal Capital	-9.4351	-68.9201	LML	aglomerado_rural_isolado	AC
Pucalpa	-7.84766	-72.7296	LML	aglomerado_rural_isolado	AC
Seringal Novo Destino	-9.99817	-69.0298	LML	aglomerado_rural_isolado	AC
Seringal Nova Empresa	-9.94194	-68.2116	LML	aglomerado_rural_isolado	AC
Santa Apolônia	-9.00717	-68.5891	LML	aglomerado_rural_isolado	AM
Jamandoá	-6.36344	-64.3337	LML	aglomerado_rural_isolado	AM
Palmeiras do Javari	-5.13622	-72.8088	LML	aglomerado_rural_isolado	AM
Colocação Fonte Nova	-10.5996	-68.3105	LML	aglomerado_rural_isolado	AC
Ceará	-9.21194	-72.7242	LML	aglomerado_rural_isolado	AC
Seringal Lili	-6.24844	-67.8656	LML	aglomerado_rural_isolado	AM
Nossa Senhora do Primeiro Socorro	-4.10036	-63.7768	LML	aglomerado_rural_isolado	AM
Novo Oeste	-9.1699	-70.8053	LML	aglomerado_rural_isolado	AC
Tupé II	1.24528	-67.2057	LML	aglomerado_rural_isolado	AM
Seringal Japurá	-7.20016	-71.881	LML	aglomerado_rural_isolado	AM
Seringal Alto Melgaço	-12.1858	-60.601	LML	aglomerado_rural_isolado	RO
Seringal Novo Acordo	-9.93663	-67.0222	LML	aglomerado_rural_isolado	AC
São Sebastião do Cedro	-2.10622	-66.3989	LML	aglomerado_rural_isolado	AM
Seringal Ouro Preto	-8.53298	-70.8966	LML	aglomerado_rural_isolado	AC
Cajazeira	-6.4597	-68.262	LML	aglomerado_rural_isolado	AM
Porto Silva	-4.47484	-66.5914	LML	aglomerado_rural_isolado	AM
Tracuá	-6.85543	-60.4973	LML	aglomerado_rural_isolado	AM
Jatuarana	-1.35713	-69.3879	LML	aglomerado_rural_isolado	AM
Seringal São José	-7.55155	-67.4092	LML	aglomerado_rural_isolado	AM
Deus é Pai	-5.39879	-67.3537	LML	aglomerado_rural_isolado	AM
Cutia	-7.49258	-68.631	LML	aglomerado_rural_isolado	AM
Penha do Tapauá	-5.74	-64.3654	LML	aglomerado_rural_isolado	AM
Escondido	-7.57482	-69.3319	LML	aglomerado_rural_isolado	AM
Síria	-2.6582	-66.8781	LML	aglomerado_rural_isolado	AM
Col. Capitão Mineira	-8.76769	-69.3096	LML	aglomerado_rural_isolado	AC
Uricuri	-8.04588	-68.5023	LML	aglomerado_rural_isolado	AM
Capogira	-7.13546	-73.3535	LML	aglomerado_rural_isolado	AM
Zé Félix	-6.95448	-69.7519	LML	aglomerado_rural_isolado	AM
Içaquera	-2.97817	-68.3073	LML	aglomerado_rural_isolado	AM
Miriti	-1.98706	-66.0153	LML	aglomerado_rural_isolado	AM
Associação Boa Esperança	-12.1847	-61.4469	LML	aglomerado_rural_isolado	RO
São José do Inajá	-4.0918	-63.6151	LML	aglomerado_rural_isolado	AM
Seringal Barracãozinho	-9.36826	-68.8846	LML	aglomerado_rural_isolado	AC
Boca do Iaco	-9.0334	-68.5946	LML	aglomerado_rural_isolado	AM
Itacoroa	-4.12437	-63.3981	LML	aglomerado_rural_isolado	AM
Seringal Moema	-9.09293	-71.9329	LML	aglomerado_rural_isolado	AC
Paróa	-5.44991	-67.4071	LML	aglomerado_rural_isolado	AM
Comunidade Nossa Senhora Aparecida	-11.2108	-62.4883	LML	aglomerado_rural_isolado	RO
Boca do Tejo	-8.9779	-72.7138	LML	aglomerado_rural_isolado	AC
Colocação Areal	-9.97043	-67.1776	LML	aglomerado_rural_isolado	AC
Seringal Novo Intento	-6.6816	-64.5031	LML	aglomerado_rural_isolado	AM
Destacamento São Simão	-15.912	-60.1512	LML	aglomerado_rural_isolado	MT
Boca da Saudade	-7.85376	-70.8747	LML	aglomerado_rural_isolado	AC
Tijuca	-2.96055	-66.9657	LML	aglomerado_rural_isolado	AM
Colocação Pedreira	-10.0669	-68.0028	LML	aglomerado_rural_isolado	AC
Comunidade Santa Clara	-11.2115	-61.6796	LML	aglomerado_rural_isolado	RO
Seringal Espírito Santo	-9.04539	-69.5849	LML	aglomerado_rural_isolado	AC
Seringal Liberdade	-9.38891	-71.1265	LML	aglomerado_rural_isolado	AC
Cipoal	-6.41557	-61.735	LML	aglomerado_rural_isolado	AM
Seringal do Supiá	-4.93832	-62.7413	LML	aglomerado_rural_isolado	AM
Vila Neide	-13.6532	-60.7913	LML	aglomerado_rural_isolado	RO
Purete	-2.9973	-69.0499	LML	aglomerado_rural_isolado	AM
Seringal Samaúma	-8.65366	-67.3541	LML	aglomerado_rural_isolado	AM
Espero-em-Deus	-6.47371	-60.3921	LML	aglomerado_rural_isolado	AM
Seringal Anari	-8.32764	-67.3636	LML	aglomerado_rural_isolado	AM
Seringal Bacabal	-8.75131	-65.8689	LML	aglomerado_rural_isolado	AM
Sororoca	0.0793267	-67.3681	LML	aglomerado_rural_isolado	AM
Comunidade Santo Antônio	-11.2327	-62.3368	LML	aglomerado_rural_isolado	RO
Seringal São Francisco	-9.00982	-71.5955	LML	aglomerado_rural_isolado	AC
Col. Bom-que-Dói	-9.867	-67.878	LML	aglomerado_rural_isolado	AC
Estirão do Rebôjo	-7.22527	-72.2429	LML	aglomerado_rural_isolado	AM
Senhora Aparecida	-11.647	-62.3499	LML	aglomerado_rural_isolado	RO
Colocação Bom Jesus	-9.25505	-67.2882	LML	aglomerado_rural_isolado	AM
Lago Cerrado	-4.74196	-66.7352	LML	aglomerado_rural_isolado	AM
Barraca	-7.17279	-60.6756	LML	aglomerado_rural_isolado	AM
Macapuana	-3.68801	-69.4107	LML	aglomerado_rural_isolado	AM
Praia do Cassianã	-7.28201	-64.9224	LML	aglomerado_rural_isolado	AM
Seringal Toari	-7.55675	-67.4414	LML	aglomerado_rural_isolado	AM
Seringal Repouso	-9.53962	-68.9401	LML	aglomerado_rural_isolado	AC
Cinco Buracos	-7.47486	-68.5161	LML	aglomerado_rural_isolado	AM
Seringal São João	-8.95088	-69.3634	LML	aglomerado_rural_isolado	AC
Virote	-4.42555	-63.164	LML	aglomerado_rural_isolado	AM
Seringal Piqui	-8.14686	-65.5122	LML	aglomerado_rural_isolado	AM
Frechal	-5.68062	-60.2651	LML	aglomerado_rural_isolado	AM
Colocação Retiro	-10.0524	-68.0807	LML	aglomerado_rural_isolado	AC
Patuá	-8.25066	-62.763	LML	aglomerado_rural_isolado	RO
Seringal Ressalva	-8.54756	-71.4743	LML	aglomerado_rural_isolado	AC
Cujuim	-1.68639	-69.1651	LML	aglomerado_rural_isolado	AM
Seringal Palmeri	-10.61	-68.3262	LML	aglomerado_rural_isolado	AC
Seringal Prainha	-8.92395	-67.3212	LML	aglomerado_rural_isolado	AM
Paeirinha	-5.57225	-66.494	LML	aglomerado_rural_isolado	AM
São Guilherme	-2.96147	-69.1451	LML	aglomerado_rural_isolado	AM
Colocação Centrinho	-10.6295	-68.4633	LML	aglomerado_rural_isolado	AC
Col. Esperança	-9.53676	-68.3653	LML	aglomerado_rural_isolado	AC
Supiá	-4.89939	-62.7139	LML	aglomerado_rural_isolado	AM
Agrovila Três	-11.2816	-61.9874	LML	aglomerado_rural_isolado	RO
Seringal Refúgio	-9.06652	-69.9167	LML	aglomerado_rural_isolado	AC
Flora	-8.6088	-72.8564	LML	aglomerado_rural_isolado	AC
Seringal Vitória Nova	-8.54681	-70.8929	LML	aglomerado_rural_isolado	AC
Porto Peter	-8.15184	-72.7982	LML	aglomerado_rural_isolado	AC
Remédio	-5.92345	-61.4379	LML	aglomerado_rural_isolado	AM
Quilômetro Setenta e Quatro	-10.3956	-63.4513	LML	aglomerado_rural_isolado	RO
Monte Cristo	-5.22851	-67.2595	LML	aglomerado_rural_isolado	AM
Popunhas	-5.11357	-67.1728	LML	aglomerado_rural_isolado	AM
Seringal São Pedro do Iaco	-9.8028	-68.8366	LML	aglomerado_rural_isolado	AC
Seringal Paulo Saldanha	-11.9066	-62.2355	LML	aglomerado_rural_isolado	RO
Seringal Nova Vista	-6.90577	-64.6257	LML	aglomerado_rural_isolado	AM
Colocação Santa Helena	-10.5001	-68.097	LML	aglomerado_rural_isolado	AC
Buiçuzinho	-4.11565	-63.3988	LML	aglomerado_rural_isolado	AM
Agrovila Sete	-11.2529	-62.1633	LML	aglomerado_rural_isolado	RO
Projeto Roosevelt	-9.1617	-60.7337	LML	aglomerado_rural_isolado	MT
Colocação Quilômetro Oitenta e Sete	-9.62755	-67.3296	LML	aglomerado_rural_isolado	AC
Agrovila Dois	-11.2855	-62.016	LML	aglomerado_rural_isolado	RO
Santa Maria II	-9.17692	-61.7282	LML	aglomerado_rural_isolado	RO
Monte Lija	-6.7564	-70.9605	LML	aglomerado_rural_isolado	AM
Walterlândia	-8.77631	-67.3128	LML	aglomerado_rural_isolado	AM
Terra Vermelha	-4.30021	-63.8523	LML	aglomerado_rural_isolado	AM
Seringal Novo Destino	-9.96321	-68.9865	LML	aglomerado_rural_isolado	AC
Seringal Cajuí	-7.85679	-64.2275	LML	aglomerado_rural_isolado	AM
Correnteza	-3.40757	-68.5592	LML	aglomerado_rural_isolado	AM
Castanhal Japurá	-4.10771	-63.5351	LML	aglomerado_rural_isolado	AM
Saúva	-6.3607	-61.8001	LML	aglomerado_rural_isolado	AM
Seringal Paquetá	-8.45989	-71.4008	LML	aglomerado_rural_isolado	AC
Seringal Santa Bárbara	-6.98406	-64.6063	LML	aglomerado_rural_isolado	AM
Sacupari Pereira	-2.64526	-67.3912	LML	aglomerado_rural_isolado	AM
Comunidade Nossa Senhora das Candeias	-11.1388	-62.1944	LML	aglomerado_rural_isolado	RO
Comunidade São Raimundo	-9.00917	-67.9933	LML	aglomerado_rural_isolado	AM
Seringal Morada Nova	-7.9969	-67.2508	LML	aglomerado_rural_isolado	AM
Major Salinas	-10.6453	-68.4804	LML	aglomerado_rural_isolado	AC
Três Casas	-6.99503	-62.6864	LML	aglomerado_rural_isolado	AM
Jacaretinga	-5.39914	-60.4584	LML	aglomerado_rural_isolado	AM
Flechas	-7.61271	-68.7999	LML	aglomerado_rural_isolado	AM
Colocação Patoá	-10.0573	-68.0122	LML	aglomerado_rural_isolado	AC
Uruoui Viana do Rio Mamiá	-4.10355	-62.9693	LML	aglomerado_rural_isolado	AM
Seringal Recife	-9.86635	-68.877	LML	aglomerado_rural_isolado	AC
Seringal Terra Nova	-8.31238	-70.4865	LML	aglomerado_rural_isolado	AC
Comunidade Novo Horizonte	-7.22315	-64.789	LML	aglomerado_rural_isolado	AM
Paumari	-4.29543	-70.2974	LML	aglomerado_rural_isolado	AM
Colocação São Sebastião	-10.6079	-68.2791	LML	aglomerado_rural_isolado	AC
Chapéu de Sol	-7.20935	-68.6671	LML	aglomerado_rural_isolado	AM
Vila Santa Cecília	-10.015	-67.7197	LML	aglomerado_rural_isolado	AC
Caioá	-6.72247	-70.2353	LML	aglomerado_rural_isolado	AM
Vista da Puçanga	-4.95302	-62.9096	LML	aglomerado_rural_isolado	AM
Comunidade Senhora Aparecida	-11.103	-62.2065	LML	aglomerado_rural_isolado	RO
Seringal Ocidente	-8.92478	-71.5354	LML	aglomerado_rural_isolado	AC
Cuté II	1.22345	-67.2106	LML	aglomerado_rural_isolado	AM
Colocação Macacos	-7.47815	-64.075	LML	aglomerado_rural_isolado	AM
Seringal Sacado	-8.23008	-70.9241	LML	aglomerado_rural_isolado	AC
Seringal Macatuba	-8.03625	-69.8936	LML	aglomerado_rural_isolado	AC
Colônia da Surpresa	-11.8827	-65.0255	LML	aglomerado_rural_isolado	RO
Seringal Santo Antônio	-8.26307	-65.4537	LML	aglomerado_rural_isolado	AM
Gleba São Vicente	-9.88829	-67.4412	LML	aglomerado_rural_isolado	AC
Juca	1.14435	-67.2271	LML	aglomerado_rural_isolado	AM
Rei do Peixe	-9.42233	-63.1132	LML	aglomerado_rural_isolado	RO
Boca do Paranazinho	-7.25361	-72.4074	LML	aglomerado_rural_isolado	AM
Seringal Getúlio Vargas	-8.89841	-70.5794	LML	aglomerado_rural_isolado	AC
Terra Firme do Índio	-6.641	-69.2418	LML	aglomerado_rural_isolado	AM
Seringal Bom Jardim	-10.3592	-62.3483	LML	aglomerado_rural_isolado	RO
Santo Elias	-7.78193	-72.6069	LML	aglomerado_rural_isolado	AC
Volta do Papagaio	-7.7752	-65.1278	LML	aglomerado_rural_isolado	AM
Seringal São José	-7.66144	-67.3037	LML	aglomerado_rural_isolado	AM
Seringal Pomangaba	-8.73635	-70.5617	LML	aglomerado_rural_isolado	AC
Seringal Porto Seguro	-9.02631	-68.1182	LML	aglomerado_rural_isolado	AM
Lapúria	-9.73363	-72.0316	LML	aglomerado_rural_isolado	AC
Seringal Bom Lugar	-8.93277	-71.8478	LML	aglomerado_rural_isolado	AC
Colocação Muruzinho	-10.6229	-68.3215	LML	aglomerado_rural_isolado	AC
São Braz	-6.18203	-68.0704	LML	aglomerado_rural_isolado	AM
Sete Voltas	-7.16667	-73.2988	LML	aglomerado_rural_isolado	AM
Seringal Carlos	-7.57508	-65.5042	LML	aglomerado_rural_isolado	AM
Seringal Miraflor	-8.38628	-70.174	LML	aglomerado_rural_isolado	AC
Restauração	-6.73794	-70.0675	LML	aglomerado_rural_isolado	AM
Porto Amarante	-12.995	-60.2072	LML	aglomerado_rural_isolado	RO
Amigos do Campo	-9.46199	-62.2568	LML	aglomerado_rural_isolado	RO
Seringal Santa Maria	-7.76595	-66.9578	LML	aglomerado_rural_isolado	AM
Seringal Toma Cuidado	-8.78736	-68.7389	LML	aglomerado_rural_isolado	AM
Bacu	-3.07224	-68.117	LML	aglomerado_rural_isolado	AM
Canavial	-2.81806	-67.7148	LML	aglomerado_rural_isolado	AM
Monoru	-2.5257	-66.1432	LML	aglomerado_rural_isolado	AM
Seringal Jenipapo	-7.84119	-62.9352	LML	aglomerado_rural_isolado	AM
Comunidade São Roque	-9.84862	-63.3625	LML	aglomerado_rural_isolado	RO
Democracia	-5.79707	-61.4349	LML	aglomerado_rural_isolado	AM
Pão	-5.40466	-67.3719	LML	aglomerado_rural_isolado	AM
Francisco Narciso	1.58739	-67.1966	LML	aglomerado_rural_isolado	AM
Porto Boa Vista	-5.27272	-62.9104	LML	aglomerado_rural_isolado	AM
Preto	-8.96305	-70.6098	LML	aglomerado_rural_isolado	AC
Monte Cristo	-3.3403	-68.2225	LML	aglomerado_rural_isolado	AM
Paxiúba	-2.7488	-66.0636	LML	aglomerado_rural_isolado	AM
Buissuzinho	-2.10386	-66.3601	LML	aglomerado_rural_isolado	AM
Tracajazinho	-5.61893	-60.3318	LML	aglomerado_rural_isolado	AM
Rufino	-7.11323	-64.5829	LML	aglomerado_rural_isolado	AM
Ponte Fina	-4.17733	-63.029	LML	aglomerado_rural_isolado	AM
Seringal Acimã	-7.71878	-65.8832	LML	aglomerado_rural_isolado	AM
Seringal São Sebastião	-7.69167	-65.6885	LML	aglomerado_rural_isolado	AM
Luzeiro	-7.8222	-72.682	LML	aglomerado_rural_isolado	AC
Venezuela	-6.77267	-70.2485	LML	aglomerado_rural_isolado	AM
Pintor	-11.0861	-42.7361	LML	aglomerado_rural_isolado	BA
Seringal Novo Porto	-9.01772	-69.4654	LML	aglomerado_rural_isolado	AC
Capricho	-5.56018	-63.1908	LML	aglomerado_rural_isolado	AM
Ambrósio	-2.89706	-68.3473	LML	aglomerado_rural_isolado	AM
Anajá	-7.90455	-69.5258	LML	aglomerado_rural_isolado	AM
Rasgado	-4.76367	-66.7629	LML	aglomerado_rural_isolado	AM
Varela	-6.70467	-69.8157	LML	aglomerado_rural_isolado	AM
Comunidade Iminaã	-7.33071	-64.9306	LML	aglomerado_rural_isolado	AM
Sorvinha	-4.17205	-60.8945	LML	aglomerado_rural_isolado	AM
Restauração	-9.16791	-72.2201	LML	aglomerado_rural_isolado	AC
Missão	-7.54397	-64.897	LML	aglomerado_rural_isolado	AM
Casalvasco	-15.3313	-60.0031	LML	aglomerado_rural_isolado	MT
Ruças	-8.03118	-72.7442	LML	aglomerado_rural_isolado	AC
Seringal Veneza	-8.572	-71.4896	LML	aglomerado_rural_isolado	AC
Porto Calda	-6.45466	-68.5882	LML	aglomerado_rural_isolado	AM
Seringal São José	-10.5833	-69.011	LML	aglomerado_rural_isolado	AC
Comunidade Nossa Senhora da Guia	-11.7267	-62.5327	LML	aglomerado_rural_isolado	RO
Seringal Liberdade	-9.96376	-67.7249	LML	aglomerado_rural_isolado	AC
Curupati	-6.93594	-71.2101	LML	aglomerado_rural_isolado	AM
Seringal Alagoas	-8.82555	-71.815	LML	aglomerado_rural_isolado	AC
Seringal Namor	-7.31952	-62.9368	LML	aglomerado_rural_isolado	AM
Seringal Doze do Muqui	-11.3688	-61.8386	LML	aglomerado_rural_isolado	RO
Colocação Gameleira	-9.87669	-67.5889	LML	aglomerado_rural_isolado	AC
Rosarinho	-5.87301	-61.3878	LML	aglomerado_rural_isolado	AM
Comunidade Cristo Rei	-11.1556	-62.2737	LML	aglomerado_rural_isolado	RO
Seringal Aripuanã	-9.14653	-67.3842	LML	aglomerado_rural_isolado	AM
Seringal Aracuã	-9.0034	-69.4227	LML	aglomerado_rural_isolado	AC
Seringal Nazaré	-8.42491	-70.5363	LML	aglomerado_rural_isolado	AC
Ponta do Campo	-6.00934	-61.8321	LML	aglomerado_rural_isolado	AM
Seringal Caridade	-9.04424	-68.5617	LML	aglomerado_rural_isolado	AM
Vila do Carmo	-7.52014	-60.6733	LML	aglomerado_rural_isolado	AM
Associação	-9.21924	-62.042	LML	aglomerado_rural_isolado	RO
Colocação Jery	-10.0693	-68.2519	LML	aglomerado_rural_isolado	AC
Capitari	-6.5663	-60.4624	LML	aglomerado_rural_isolado	AM
Boto	-2.72843	-66.0568	LML	aglomerado_rural_isolado	AM
Comunidade São José	-11.1867	-62.4614	LML	aglomerado_rural_isolado	RO
Seringal Itatinga	-9.01682	-69.5352	LML	aglomerado_rural_isolado	AC
Jarina	-7.20641	-72.3539	LML	aglomerado_rural_isolado	AM
Barraca	-5.95353	-61.6238	LML	aglomerado_rural_isolado	AM
Doze de Outubro	-10.0832	-62.2911	LML	aglomerado_rural_isolado	RO
Monte Mário	-6.45758	-68.3573	LML	aglomerado_rural_isolado	AM
Col. Sertãozinho	-10.6054	-68.3834	LML	aglomerado_rural_isolado	AC
Seringal Bom Futuro	-7.43171	-65.285	LML	aglomerado_rural_isolado	AM
Seringal Sebastiopol	-7.60693	-65.4802	LML	aglomerado_rural_isolado	AM
Novo São Francisco	-2.10931	-66.4173	LML	aglomerado_rural_isolado	AM
Cadete Paratu	-4.27726	-60.2392	LML	aglomerado_rural_isolado	AM
Seringal Terra Nova	-9.07893	-69.6559	LML	aglomerado_rural_isolado	AC
Samaúma	-4.34562	-63.4321	LML	aglomerado_rural_isolado	AM
Martintin	-2.87338	-68.5164	LML	aglomerado_rural_isolado	AM
Sibó	-0.358376	-66.5779	LML	aglomerado_rural_isolado	AM
Nova Ação	-6.12358	-64.282	LML	aglomerado_rural_isolado	AM
Seringal Inajá	-8.17323	-65.6012	LML	aglomerado_rural_isolado	AM
Recreio do Atininga	-5.6157	-60.9712	LML	aglomerado_rural_isolado	AM
Seringal Abacaba	-9.23708	-67.6211	LML	aglomerado_rural_isolado	AM
Mari Mari	-2.29441	-67.1185	LML	aglomerado_rural_isolado	AM
Comunidade São Sebastião	-11.421	-62.4249	LML	aglomerado_rural_isolado	RO
Seringal Oriente	-9.10675	-69.8846	LML	aglomerado_rural_isolado	AC
Comunidade Nossa Senhora Aparecida	-11.0149	-61.4442	LML	aglomerado_rural_isolado	RO
Seringal Manitra	-8.96585	-67.9317	LML	aglomerado_rural_isolado	AM
Seringal Santa Rosa	-8.63693	-70.5368	LML	aglomerado_rural_isolado	AC
Seringal Ipiranga	-9.12837	-69.8275	LML	aglomerado_rural_isolado	AC
Remédio	-5.95052	-64.3714	LML	aglomerado_rural_isolado	AM
Comunidade Nossa Senhora Aparecida	-11.4447	-61.1877	LML	aglomerado_rural_isolado	RO
Seringal Solidão	-9.13433	-69.0298	LML	aglomerado_rural_isolado	AC
Seringal Garancia	-7.11179	-64.6638	LML	aglomerado_rural_isolado	AM
Seringal Sebastião	-7.68607	-65.7731	LML	aglomerado_rural_isolado	AM
Maçarico	-4.40057	-63.1547	LML	aglomerado_rural_isolado	AM
Vila Paraná Pentecoste	-7.5295	-72.8697	LML	aglomerado_rural_isolado	AC
Seringal Ermida	-7.6322	-66.4969	LML	aglomerado_rural_isolado	AM
Seringal Pacatuba	-9.15836	-63.2522	LML	aglomerado_rural_isolado	RO
Seringal Santana	-8.30128	-71.0939	LML	aglomerado_rural_isolado	AC
Comunidade Bom Pastor	-11.3772	-61.1429	LML	aglomerado_rural_isolado	RO
Vila Cassol	-11.9087	-61.6487	LML	aglomerado_rural_isolado	RO
Viçoso	-20.7818	-42.5128	LML	aglomerado_rural_isolado	MG
Seringal Caciana	-9.1002	-70.036	LML	aglomerado_rural_isolado	AC
Vila Renascer	-8.19241	-63.8613	LML	aglomerado_rural_isolado	AM
Colocação Paquaru	-10.4527	-69.1977	LML	aglomerado_rural_isolado	AC
Agrovila Oito	-11.2733	-62.1286	LML	aglomerado_rural_isolado	RO
Colocação Boa Sorte	-10.3604	-68.7345	LML	aglomerado_rural_isolado	AC
Seringal Livre nos Deus	-9.07208	-69.571	LML	aglomerado_rural_isolado	AC
Japiim	-4.05682	-61.541	LML	aglomerado_rural_isolado	AM
Mapuaru de Dentro	-2.37098	-66.1916	LML	aglomerado_rural_isolado	AM
Ajurá	-4.42742	-62.2673	LML	aglomerado_rural_isolado	AM
Joelândia	-10.1138	-63.1352	LML	aglomerado_rural_isolado	RO
Colônia Nove de Maio	-11.013	-68.6583	LML	aglomerado_rural_isolado	AC
Comunidade São José	-8.98949	-67.9669	LML	aglomerado_rural_isolado	AM
Seringal Boca do Lago	-10.5495	-68.1779	LML	aglomerado_rural_isolado	AC
Manuel Urbano	-6.69419	-69.8971	LML	aglomerado_rural_isolado	AM
Vila Lima	-4.31942	-63.4378	LML	aglomerado_rural_isolado	AM
